 temperature exppressure calcpressure error
 425.75840000000005 397014.16194604954 902080.6160114638 1.2721623117667222
 429.33470000000005 428351.845165407 940703.5455412318 1.196100136274612
 432.91100000000006 461521.14652319695 980408.7183268185 1.1242985846100149
 436.4873 496592.02416124474 1021209.5662580633 1.0564356988675152
 440.06360000000006 533636.060949898 1063119.4618551503 0.9922181794887442
 443.63990000000007 572726.550421746 1106151.7216173704 0.9313784576650398
 447.2162000000001 613938.5900019318 1150319.6094167535 0.8736721036107765
 450.7925 657349.1815916726 1195636.3399326007 0.8188755282809456
 454.3688 703037.339567155 1242115.0821235203 0.7667839419286946
 457.9451 751084.2062623273 1289768.9627338322 0.7172095378655337
 461.5214 801573.1750143641 1338611.069831726 0.6699798740242751
 465.09770000000003 854590.0208626053 1388654.4563767593 0.6249364285521151
 468.67400000000004 910223.0390055238 1439912.1438147493 0.5819333087722591
 472.25030000000004 968563.1911370411 1492397.1256982975 0.5408360955223825
 475.82660000000004 1029704.2598012218 1546122.3713316065 0.5015208071782438
 479.40290000000005 1093743.0109248417 1601100.829438344 0.4638729696517039
 482.97920000000005 1160779.364708619 1657345.4318517877 0.42778678036529166
 486.55550000000005 1230916.575081813 1714869.0972264935 0.39316435568553026
 490.13180000000006 1304261.4179494455 1773684.734771033 0.3599150525817232
 493.70810000000006 1380924.388488445 1833805.248001499 0.32795485639063554
 497.28440000000006 1461019.9077765762 1895243.5385151086 0.2972058275368382
 500.86070000000007 1544666.5390681792 1958012.509781496 0.2675956009008053
 504.43700000000007 1631987.2140609142 2022125.0709191 0.2390569322460536
 508.0133000000001 1723109.4695312215 1730818.006318652 0.004473619885292407
 511.5896000000001 1818165.694748755 1826659.6378322048 0.0046717101241003645
 515.1659000000001 1917293.3901172723 1926366.3656894958 0.004732179028515082
 518.7422000000001 2020635.4375240197 2030027.3479812914 0.004647998487436194
 522.3185000000001 2128340.382920706 2137731.590799034 0.004412455805325857
 525.8948 2240562.731697308 2249567.8976434777 0.004019153679017063
 529.4711 2357463.2574528647 2365624.8198709562 0.0034620104437639403
 533.0474 2479209.324811003 2485990.608215068 0.002735260526894713
 536.6237000000001 2605975.2269724696 2610753.1654177336 0.001833455051994047
