 entropy p
 127282.31837910495 1.9006282303835936E7
 127191.23763523375 1.9575512756551463E7
 127101.84467245845 2.014474320926699E7
 127014.0678543721 2.0713973661982518E7
 126927.84029311409 2.1283204114698045E7
 126843.09942544004 2.1852434567413572E7
 126759.78663597038 2.24216650201291E7
 126677.84692137543 2.2990895472844627E7
 126597.22859020418 2.3560125925560154E7
 126517.8829938544 2.412935637827568E7
 126439.76428483702 2.469858683099121E7
 126362.82919903398 2.5267817283706736E7
 126287.03685911404 2.5837047736422263E7
 126212.34859665236 2.640627818913779E7
 126138.72779083315 2.6975508641853318E7
 126066.13972188957 2.7544739094568845E7
 125994.55143767456 2.8113969547284372E7
 125923.93163195645 2.86831999999999E7

 166256.91395805517 1.1606286418534081E7
 166924.1985819432 1.1223453330068754E7
 167575.61916201026 1.0840620241603427E7
 168215.82847467475 1.04577871531381E7
 168848.64460815387 1.0074954064672772E7
 169477.33186956344 9692120.976207444
 170104.79031690315 9309287.887742117
 170733.69165196066 8926454.79927679
 171366.58320270167 8543621.710811462
 172005.97342738137 8160788.622346135
 172654.407971932 7777955.533880807
 173314.54304917916 7395122.44541548
 173989.22195586385 7012289.356950153
 174681.56054098724 6629456.268484825
 175395.04830371094 6246623.180019498
 176133.67366825964 5863790.0915541705
 176902.08524524575 5480957.003088843
 177705.8063090277 5098123.914623516
 178551.52872372183 4715290.826158188
 179447.52781066022 4332457.737692861
 180404.2663536045 3949624.6492275335
 181435.30460657892 3566791.560762206
 182558.7263655536 3183958.4722968787
 183799.4806075915 2801125.3838315513
 185193.45241695523 2418292.295366224
 186795.068943825 2035459.2069008963
 188692.9180046954 1652626.1184355686
 191046.29044602203 1269793.029970241
 194189.08364746495 886959.9415049134
 199043.20938590582 504126.8530395858
 211042.11347839484 121293.76457425824

 130793.78312985114 1.3010653571768641E7
 130650.97720198284 1.3533071786043016E7
 130513.0171227497 1.4055490000317391E7
 130379.52483542249 1.4577908214591766E7
 130250.16768143236 1.510032642886614E7
 130124.65118386122 1.5622744643140515E7
 130002.71323630516 1.614516285741489E7
 129884.11937709816 1.6667581071689265E7
 129768.65891148587 1.718999928596364E7
 129656.14170331365 1.7712417500238016E7
 129546.39550043666 1.8234835714512393E7
 129439.26368949804 1.875725392878677E7
 129334.60339887487 1.9279672143061146E7
 129232.28388618835 1.9802090357335523E7
 129132.18516001137 2.03245085716099E7
 129034.19679560639 2.0846926785884276E7
 128938.21691241043 2.1369345000158653E7
 128844.15128713523 2.189176321443303E7
 128751.91258118866 2.2414181428707406E7
 128661.41966496115 2.2936599642981783E7
 128572.59702457808 2.345901785725616E7
 128485.37423917944 2.3981436071530536E7
 128399.68551877399 2.4503854285804912E7
 128315.46929433092 2.502627250007929E7
 128232.6678530912 2.5548690714353666E7
 128151.22701316883 2.6071108928628042E7
 128071.09583240499 2.659352714290242E7
 127992.2263471848 2.7115945357176796E7
 127914.5733375444 2.7638363571451172E7
 127838.09411541674 2.816078178572555E7

 164919.50649439797 1.3010653571768641E7
 165678.68884541994 1.2581008244862162E7
 166407.54272691783 1.2151362917955682E7
 167114.45303987092 1.1721717591049202E7
 167805.72923714784 1.1292072264142722E7
 168486.37517805747 1.0862426937236242E7
 169160.55018543173 1.0432781610329762E7
 169831.8651359707 1.0003136283423282E7
 170503.5857214428 9573490.956516802
 171178.78205742515 9143845.629610322
 171860.4476200944 8714200.302703843
 172551.60222389642 8284554.975797363
 173255.38958226427 7854909.648890883
 173975.1781930406 7425264.321984403
 174714.67411919715 6995618.995077923
 175478.05550068466 6565973.668171443
 176270.1415539814 6136328.341264963
 177096.6140756507 5706683.014358483
 177964.31846409792 5277037.687452003
 178881.6867111625 4847392.360545523
 179859.35198235526 4417747.033639044
 180911.07408099266 3988101.706732564
 182055.19046020543 3558456.3798260847
 183317.00179527016 3128811.0529196053
 184732.92730417947 2699165.726013126
 186358.2893377582 2269520.3991066464
 188283.35859204936 1839875.0722001668
 190671.0974942275 1410229.745293687
 193865.39701158757 980584.4183872074
 198828.8253370133 550939.0914807278

 133071.94172915706 1.453998143793052E7
 132901.0637301706 1.5011422056666167E7
 132737.6007035514 1.5482862675401814E7
 132580.81757261965 1.5954303294137461E7
 132430.090180561 1.6425743912873108E7
 132284.88337334595 1.6897184531608753E7
 132144.73433515627 1.7368625150344398E7
 132009.239717996 1.7840065769080043E7
 131878.04556228739 1.8311506387815688E7
 131750.8393040815 1.8782947006551333E7
 131627.34336514975 1.9254387625286978E7
 131507.30995977513 1.9725828244022623E7
 131390.51684799572 2.0197268862758268E7
 131276.76383316715 2.0668709481493913E7
 131165.8698507511 2.1140150100229558E7
 131057.67053106074 2.1611590718965203E7
 130952.0161451871 2.2083031337700848E7
 130848.76986315561 2.2554471956436493E7
 130747.80626835929 2.3025912575172137E7
 130649.01008377176 2.3497353193907782E7
 130552.27507428001 2.3968793812643427E7
 130457.50309634977 2.4440234431379072E7
 130364.60327162742 2.4911675050114717E7
 130273.4912653409 2.5383115668850362E7
 130184.08865375491 2.5854556287586007E7
 130096.32236764794 2.6325996906321652E7
 130010.12420097346 2.6797437525057297E7
 129925.43037564176 2.7268878143792942E7
 129842.1811548085 2.7740318762528587E7
 129760.32049824554 2.8211759381264232E7
 129679.79575434994 2.8683199999999877E7

 163434.96317996117 1.453998143793052E7
 164323.6371883271 1.405935851548531E7
 165155.65142063663 1.3578735593040101E7
 165947.8212815169 1.3098112670594892E7
 166711.48490263976 1.2617489748149682E7
 167454.86831172783 1.2136866825704472E7
 168184.3100826879 1.1656243903259262E7
 168904.95889168943 1.1175620980814053E7
 169621.20359474636 1.0694998058368843E7
 170336.95853036048 1.0214375135923633E7
 171055.8675426835 9733752.213478424
 171781.46247896794 9253129.291033214
 172517.2982679676 8772506.368588004
 173267.07999520967 8291883.4461427955
 174034.79457429086 7811260.523697587
 174824.85939676964 7330637.601252378
 175642.3024225593 6850014.678807169
 176492.99297273942 6369391.75636196
 177383.9512871899 5888768.833916752
 178323.78038366808 5408145.911471543
 179323.2912563517 4927522.989026334
 180396.44297287098 4446900.066581125
 181561.81649608692 3966277.1441359166
 182845.0397559235 3485654.221690708
 184283.0183487535 3005031.299245499
 185931.87955876096 2524408.3768002903
 187883.39939415565 2043785.4543550815
 190303.82712372 1563162.5319098728
 193546.0622450757 1082539.609464664
 198609.99667049127 601916.6870194551

 135568.39274880823 1.6201840962435815E7
 135353.562100805 1.6617886263687951E7
 135151.4691910295 1.7033931564940087E7
 134960.41290540525 1.7449976866192225E7
 134779.03159870784 1.7866022167444363E7
 134606.2158861883 1.82820674686965E7
 134441.04819544053 1.869811276994864E7
 134282.75969451948 1.9114158071200777E7
 134130.6988661441 1.9530203372452915E7
 133984.30810324493 1.9946248673705053E7
 133843.1059619561 2.036229397495719E7
 133706.67348887213 2.077833927620933E7
 133574.64353710803 2.1194384577461466E7
 133446.69231130957 2.1610429878713604E7
 133322.5325997115 2.2026475179965742E7
 133201.9083002539 2.244252048121788E7
 133084.58995141689 2.2858565782470018E7
 132970.37105179374 2.3274611083722156E7
 132859.06500514757 2.3690656384974293E7
 132750.50256611954 2.410670168622643E7
 132644.52969012162 2.452274698747857E7
 132541.00571213174 2.4938792288730707E7
 132439.80179511048 2.5354837589982845E7
 132340.79960095984 2.5770882891234983E7
 132243.890146344 2.618692819248712E7
 132148.97281299208 2.660297349373926E7
 132055.95448781917 2.7019018794991396E7
 131964.74881271602 2.7435064096243534E7
 131875.27552744382 2.7851109397495672E7
 131787.45989194151 2.826715469874781E7

 161733.91809311567 1.6201840962435815E7
 162819.61158310578 1.5665822722507097E7
 163795.3752656518 1.5129804482578378E7
 164699.57780037605 1.459378624264966E7
 165554.44921371565 1.405776800272094E7
 166374.43023284318 1.3521749762792222E7
 167169.71542525393 1.2985731522863504E7
 167947.9984963339 1.2449713282934785E7
 168715.4301711104 1.1913695043006066E7
 169477.19196306818 1.1377676803077348E7
 170237.86825678614 1.0841658563148629E7
 171001.7079254292 1.030564032321991E7
 171772.825494695 9769622.083291192
 172555.37220859298 9233603.843362473
 173353.69803140804 8697585.603433754
 174172.5219692465 8161567.363505036
 175017.1282931655 7625549.123576317
 175893.61000529365 7089530.883647598
 176809.18914862417 6553512.64371888
 177772.65884929622 6017494.403790161
 178795.0196439179 5481476.163861442
 179890.4338314069 4945457.923932724
 181077.72049143043 4409439.684004005
 182382.81635522627 3873421.4440752864
 183843.07409072694 3337403.2041465677
 185515.34887083247 2801384.964217849
 187492.76734787936 2265366.7242891304
 189944.525048869 1729348.4843604118
 193231.6401410001 1193330.244431693
 198388.186603242 657312.0045029743
 212633.4279366427 121293.76457425556

 138416.79931893703 1.800416669747242E7
 138120.09215099737 1.8360134474223334E7
 137850.4225802526 1.871610225097425E7
 137602.4252781306 1.9072070027725164E7
 137372.27145798708 1.942803780447608E7
 137157.11907985035 1.9784005581226993E7
 136954.7921167279 2.0139973357977908E7
 136763.58218702514 2.0495941134728823E7
 136582.1200004994 2.0851908911479738E7
 136409.28879873897 2.1207876688230652E7
 136244.16418061158 2.1563844464981567E7
 136085.9711217382 2.1919812241732482E7
 135934.05255237958 2.2275780018483397E7
 135787.84591632886 2.263174779523431E7
 135646.86537085543 2.2987715571985226E7
 135510.68805654786 2.334368334873614E7
 135378.94335747458 2.3699651125487056E7
 135251.30439447518 2.405561890223797E7
 135127.48121067448 2.4411586678988885E7
 135007.21525637372 2.47675544557398E7
 134890.2748837093 2.5123522232490715E7
 134776.4516346483 2.547949000924163E7
 134665.5571585569 2.5835457785992544E7
 134557.42063400775 2.619142556274346E7
 134451.8865978904 2.6547393339494374E7
 134348.81310612426 2.690336111624529E7
 134248.07016632153 2.7259328892996203E7
 134149.53839499975 2.7615296669747118E7
 134053.10786138772 2.7971264446498033E7
 133958.67708720412 2.8327232223248947E7
 133866.1521775433 2.8683199999999862E7

 159682.11590849256 1.800416669747242E7
 161106.58426017425 1.740807093304248E7
 162294.56353326325 1.6811975168612543E7
 163350.46757183317 1.6215879404182605E7
 164322.13347135985 1.5619783639752667E7
 165236.4419824461 1.502368787532273E7
 166110.50530590827 1.4427592110892791E7
 166956.23230034308 1.3831496346462853E7
 167782.5188581237 1.3235400582032915E7
 168596.42762678122 1.2639304817602977E7
 169403.885189568 1.204320905317304E7
 170210.1303495086 1.1447113288743101E7
 171020.0285060112 1.0851017524313163E7
 171838.31459974597 1.0254921759883225E7
 172669.80261423576 9658825.995453287
 173519.58848362975 9062730.231023349
 174393.26955788617 8466634.46659341
 175297.20543668553 7870538.702163472
 176238.8521141695 7274442.937733533
 177227.21612856304 6678347.173303594
 178273.50299936737 6082251.408873655
 179392.08588070283 5486155.644443716
 180602.020635842 4890059.880013777
 181929.53946070184 4293964.115583838
 183412.41004772496 3697868.351153899
 185108.14989083528 3101772.58672396
 187111.10178326938 2505676.822294021
 189593.10668694187 1909581.057864082
 192922.50107173197 1313485.293434143
 198164.6089559878 717389.5290042042
 213151.60107441334 121293.76457426534

 141962.12628282397 1.9955293702843122E7
 141446.47619931473 2.0246223912748348E7
 141023.43941609623 2.0537154122653574E7
 140660.22636595037 2.08280843325588E7
 140339.51626732893 2.1119014542464025E7
 140050.87932840147 2.140994475236925E7
 139787.47861952145 2.1700874962274477E7
 139544.55559450493 2.1991805172179703E7
 139318.64682235985 2.228273538208493E7
 139107.1424719981 2.2573665591990154E7
 138908.02058081105 2.286459580189538E7
 138719.67863272937 2.3155526011800606E7
 138540.82224111992 2.344645622170583E7
 138370.3889754609 2.3737386431611057E7
 138207.49468954702 2.4028316641516283E7
 138051.39474726433 2.431924685142151E7
 137901.4553988743 2.4610177061326735E7
 137757.1322478089 2.490110727123196E7
 137617.95377972568 2.5192037481137186E7
 137483.50857612735 2.5482967691042412E7
 137353.4352562259 2.5773897900947638E7
 137227.41447026192 2.6064828110852864E7
 137105.1624569218 2.635575832075809E7
 136986.42580835713 2.6646688530663315E7
 136870.97717829427 2.693761874056854E7
 136758.61173440798 2.7228548950473767E7
 136649.14420372108 2.7519479160378993E7
 136542.40639472302 2.781040937028422E7
 136438.24510585913 2.8101339580189444E7
 136336.52034955152 2.839226979009467E7
 136237.10383572118 2.8683199999999896E7

 156934.0612649679 1.9955293702843122E7
 159090.76616349962 1.929416037156749E7
 160613.85623696097 1.863302704029186E7
 161880.24345819373 1.797189370901623E7
 163002.68042197084 1.73107603777406E7
 164033.26407286932 1.664962704646497E7
 165001.36791775984 1.5988493715189341E7
 165925.72530859642 1.5327360383913713E7
 166819.39470957365 1.4666227052638084E7
 167692.15258451493 1.4005093721362455E7
 168551.78723059146 1.3343960390086826E7
 169404.86732346818 1.2682827058811197E7
 170257.2403022665 1.2021693727535568E7
 171114.3870148267 1.136056039625994E7
 171981.7022332894 1.069942706498431E7
 172864.74459516702 1.0038293733708682E7
 173769.4884693283 9377160.402433053
 174702.60809045774 8716027.071157424
 175671.82940535876 8054893.739881795
 176686.39878371148 7393760.408606166
 177757.74494413874 6732627.077330537
 178900.46231010387 6071493.746054908
 180133.8453962038 5410360.414779279
 181484.41269569704 4749227.0835036505
 182990.32095911438 4088093.7522280216
 184709.69425782262 3426960.4209523927
 186737.97461536352 2765827.089676764
 189249.38305909155 2104693.758401135
 192618.85674997926 1443560.427125506
 197940.2546991748 782427.0958498771

 149814.16734696444 2.206399999999993E7
 145961.1877727671 2.228463999999993E7
 145017.13752725764 2.250527999999993E7
 144369.2112972259 2.272591999999993E7
 143861.4532777281 2.294655999999993E7
 143438.04874851316 2.316719999999993E7
 143071.87004069448 2.338783999999993E7
 142747.45815380441 2.360847999999993E7
 142455.07902294613 2.382911999999993E7
 142188.16543093216 2.404975999999993E7
 141942.05595420802 2.427039999999993E7
 141713.3103214964 2.449103999999993E7
 141499.30974008926 2.471167999999993E7
 141298.00995709014 2.493231999999993E7
 141107.7815574526 2.515295999999993E7
 140927.3027215409 2.537359999999993E7
 140755.484902464 2.559423999999993E7
 140591.41991637653 2.581487999999993E7
 140434.34139479534 2.603551999999993E7
 140283.59612863374 2.625615999999993E7
 140138.6223847877 2.647679999999993E7
 139998.93323901927 2.669743999999993E7
 139864.10358382968 2.691807999999993E7
 139733.75987272596 2.713871999999993E7
 139607.5719319864 2.735935999999993E7
 139485.24635531928 2.757999999999993E7
 139366.5211250506 2.780063999999993E7
 139251.1611941934 2.802127999999993E7
 139138.95482889927 2.824191999999993E7
 139029.71055822956 2.846255999999993E7

 149814.16734696444 2.206399999999993E7
 156656.8280004651 2.1332576458819073E7
 158722.21225420816 2.0601152917638216E7
 160276.60646741817 1.986972937645736E7
 161589.9373524932 1.9138305835276503E7
 162761.2118502239 1.8406882294095647E7
 163839.7469671797 1.767545875291479E7
 164854.4885201894 1.6944035211733934E7
 165824.3772184051 1.6212611670553077E7
 166762.8667343123 1.548118812937222E7
 167680.18783868774 1.4749764588191364E7
 168584.60956413258 1.4018341047010507E7
 169483.2085777536 1.328691750582965E7
 170382.38262904348 1.2555493964648794E7
 171288.22907471776 1.1824070423467938E7
 172206.85805247296 1.1092646882287081E7
 173144.68683168484 1.0361223341106225E7
 174108.75369570142 9629799.799925368
 175107.09166416936 8898376.258744512
 176149.2144272192 8166952.717563656
 177246.79331284898 7435529.176382801
 178414.6559346908 6704105.635201945
 179672.33940605057 5972682.094021089
 181046.64242898294 5241258.552840234
 182576.0897067056 4509835.011659378
 184319.3643754654 3778411.470478522
 186372.90596010917 3046987.929297666
 188913.08152863212 2315564.38811681
 192320.78689277158 1584140.846935954
 197715.91725185284 852717.305755098

 214170.61153666518 121293.76457425392
 195729.19028215413 1073357.305755109
 190126.6764733672 2025420.8469359642
 186589.54964045377 2977484.3881168193
 183937.68006881356 3929547.9292976744
 181776.263352394 4881611.47047853
 179923.5717904272 5833675.011659386
 178280.26997737095 6785738.552840241
 176785.61271283255 7737802.094021097
 175399.25096185756 8689865.635201951
 174092.5108023997 9641929.176382806
 172843.73599089443 1.059399271756366E7
 171635.55615916412 1.1546056258744515E7
 170453.11912264716 1.249811979992537E7
 169282.79564546593 1.3450183341106225E7
 168111.05482933176 1.440224688228708E7
 166923.2572226837 1.5354310423467934E7
 165702.04448823805 1.6306373964648789E7
 164424.7436596102 1.7258437505829643E7
 163058.44742217215 1.82105010470105E7
 161549.01668148406 1.9162564588191357E7
 159790.56115256966 2.0114628129372213E7
 157502.71047483754 2.106669167055307E7
 152365.20064240828 2.2018755211733926E7
 143811.41487918893 2.2970818752914783E7
 142338.84567291065 2.392288229409564E7
 141349.23009618162 2.4874945835276496E7
 140582.60968940967 2.5827009376457352E7
 139948.50318370774 2.677907291763821E7
 139403.54691753094 2.7731136458819065E7

 214671.77687625293 121293.76457425392
 196240.85192700042 1073357.305755109
 190649.73644227366 2025420.8469359642
 187125.03321590793 2977484.3881168193
 184486.7594777605 3929547.9292976744
 182340.28745976702 4881611.47047853
 180504.10374675854 5833675.011659386
 178879.13553865423 6785738.552840241
 177404.9631062655 7737802.094021097
 176041.64592717544 8689865.635201951
 174761.03017266202 9641929.176382806
 173542.13255089804 1.059399271756366E7
 172368.4697374765 1.1546056258744515E7
 171226.3842120596 1.249811979992537E7
 170103.89682306073 1.3450183341106225E7
 168989.82532138022 1.440224688228708E7
 167872.99727306343 1.5354310423467934E7
 166741.4088518327 1.6306373964648789E7
 165581.14777685457 1.7258437505829643E7
 164374.78127768368 1.82105010470105E7
 163098.6082806187 1.9162564588191357E7
 161717.37505856776 2.0114628129372213E7
 160172.6535620642 2.106669167055307E7
 158352.3658511868 2.2018755211733926E7
 155987.22431377682 2.2970818752914783E7
 152191.00889614533 2.392288229409564E7
 147529.70158364918 2.4874945835276496E7
 145274.79689093225 2.5827009376457352E7
 143914.33110869877 2.677907291763821E7
 142923.38768725953 2.7731136458819065E7

 215167.58976674086 121293.76457425392
 196746.68500401365 1073357.305755109
 191166.40577446172 2025420.8469359642
 187653.45925993368 2977484.3881168193
 185027.98566570217 3929547.9292976744
 182895.50312158032 4881611.47047853
 181074.67264209682 5833675.011659386
 179466.63173239373 6785738.552840241
 178011.21658245422 7737802.094021097
 176668.8013006841 8689865.635201951
 175411.62329395796 9641929.176382806
 174219.19198358955 1.059399271756366E7
 173075.65348990416 1.1546056258744515E7
 171968.16754452017 1.249811979992537E7
 170885.83591857704 1.3450183341106225E7
 169818.93690094285 1.440224688228708E7
 168758.32137065177 1.5354310423467934E7
 167694.8723766255 1.6306373964648789E7
 166618.94538642192 1.7258437505829643E7
 165519.697220374 1.82105010470105E7
 164384.17305231706 1.9162564588191357E7
 163195.93231463674 2.0114628129372213E7
 161932.8059888992 2.106669167055307E7
 160562.97808334246 2.2018755211733926E7
 159037.7693611445 2.2970818752914783E7
 157278.3977522389 2.392288229409564E7
 155159.2745563758 2.4874945835276496E7
 152570.79520074383 2.5827009376457352E7
 149873.1424527588 2.677907291763821E7
 147769.47847024506 2.7731136458819065E7

 215658.19797910095 121293.76457425392
 197246.86532776477 1073357.305755109
 191676.89734095955 2025420.8469359642
 188175.08970141123 2977484.3881168193
 185561.68571217093 3929547.9292976744
 183442.32432068835 4881611.47047853
 181635.80903594932 5833675.011659386
 180043.4465961429 6785738.552840241
 178605.27570518496 7737802.094021097
 177281.9148175837 8689865.635201951
 176045.8988331815 9641929.176382806
 174877.10298577877 1.059399271756366E7
 173760.12817461404 1.1546056258744515E7
 172682.70643118938 1.249811979992537E7
 171634.6695520209 1.3450183341106225E7
 170607.24132361065 1.440224688228708E7
 169592.51840590636 1.5354310423467934E7
 168583.0576269472 1.6306373964648789E7
 167571.5140626843 1.7258437505829643E7
 166550.2863780091 1.82105010470105E7
 165511.12861080922 1.9162564588191357E7
 164444.68301620008 2.0114628129372213E7
 163339.87816878833 2.106669167055307E7
 162183.1252291158 2.2018755211733926E7
 160957.25604855362 2.2970818752914783E7
 159640.27370048338 2.392288229409564E7
 158204.5872691924 2.4874945835276496E7
 156619.7068719842 2.5827009376457352E7
 154868.27146005307 2.677907291763821E7
 152992.9489444057 2.7731136458819065E7

 216143.74342214406 121293.76457425392
 197741.56080114364 1073357.305755109
 192181.4129976887 2025420.8469359642
 188690.17079627336 2977484.3881168193
 186088.16406530666 3929547.9292976744
 183981.13202672952 4881611.47047853
 182187.99496173588 5833675.011659386
 180610.19636784864 6785738.552840241
 179187.93609744648 7737802.094021097
 177882.0237443877 8689865.635201951
 176665.2225339229 9641929.176382806
 175517.68254584944 1.059399271756366E7
 174424.33828639265 1.1546056258744515E7
 173373.33039158295 1.249811979992537E7
 172354.9960649386 1.3450183341106225E7
 171361.19097578427 1.440224688228708E7
 170384.81109963285 1.5354310423467934E7
 169419.43740126878 1.6306373964648789E7
 168459.05560924517 1.7258437505829643E7
 167497.81976334573 1.82105010470105E7
 166529.83781358047 1.9162564588191357E7
 165548.9637935775 2.0114628129372213E7
 164548.5867351013 2.106669167055307E7
 163521.4151798376 2.2018755211733926E7
 162459.27494184786 2.2970818752914783E7
 161352.98224891073 2.392288229409564E7
 160192.45870889822 2.4874945835276496E7
 158967.485919618 2.5827009376457352E7
 157669.9450283548 2.677907291763821E7
 156298.95794780573 2.7731136458819065E7

 216624.36245269232 121293.76457425392
 198230.93190510917 1073357.305755109
 192680.14439209108 2025420.8469359642
 189198.9344777945 2977484.3881168193
 186607.70480902822 3929547.9292976744
 184512.27799448487 4881611.47047853
 182731.67027087222 5833675.011659386
 181167.43606167956 6785738.552840241
 179759.9040761428 7737802.094021097
 178470.03436861912 8689865.635201951
 177270.76681574452 9641929.176382806
 176142.46010942044 1.059399271756366E7
 175070.2966391349 1.1546056258744515E7
 174042.71352777246 1.249811979992537E7
 173050.40507507592 1.3450183341106225E7
 172085.66022113484 1.440224688228708E7
 171141.9047210186 1.5354310423467934E7
 170213.37258398716 1.6306373964648789E7
 169294.86127461417 1.7258437505829643E7
 168381.5423764994 1.82105010470105E7
 167468.8099293593 1.9162564588191357E7
 166552.15574748878 2.0114628129372213E7
 165627.06678633022 2.106669167055307E7
 164688.9457643837 2.2018755211733926E7
 163733.06474691434 2.2970818752914783E7
 162754.57505789777 2.392288229409564E7
 161748.61978330617 2.4874945835276496E7
 160710.63214446235 2.5827009376457352E7
 159636.9555848545 2.677907291763821E7
 158525.9718810913 2.7731136458819065E7

 217100.18616276095 121293.76457425392
 198715.13214706955 1073357.305755109
 193173.2736901932 2025420.8469359642
 189701.59955218327 2977484.3881168193
 187120.5736324955 3929547.9292976744
 185036.08799768813 4881611.47047853
 183267.2379200231 5833675.011659386
 181715.66808334415 6785738.552840241
 180321.81066729283 7737802.094021097
 179046.74480996074 8689865.635201951
 177863.548007149 9641929.176382806
 176752.73867373812 1.059399271756366E7
 175699.6854020116 1.1546056258744515E7
 174693.0433852095 1.249811979992537E7
 173723.76351796722 1.3450183341106225E7
 172784.43810867515 1.440224688228708E7
 171868.85329411644 1.5354310423467934E7
 170971.67319268337 1.6306373964648789E7
 170088.21085375655 1.7258437505829643E7
 169214.25830305 1.82105010470105E7
 168345.9584229119 1.9162564588191357E7
 167479.708173146 2.0114628129372213E7
 166612.08752126974 2.106669167055307E7
 165739.8125275259 2.2018755211733926E7
 164859.71513877873 2.2970818752914783E7
 163968.75707742927 2.392288229409564E7
 163064.091333568 2.4874945835276496E7
 162143.1923614947 2.5827009376457352E7
 161204.08413850056 2.677907291763821E7
 160245.69978263596 2.7731136458819065E7

 217571.34064587293 121293.76457425392
 199194.30847217058 1073357.305755109
 193660.9742336813 2025420.8469359642
 190198.37276100178 2977484.3881168193
 187627.01954900476 3929547.9292976744
 185552.86459869388 4881611.47047853
 183795.06841063328 5833675.011659386
 182255.34931360933 6785738.552840241
 180874.2228724926 7737802.094021097
 179612.86291503638 8689865.635201951
 178444.45478339517 9641929.176382806
 177349.6400927736 1.059399271756366E7
 176313.9285995138 1.1546056258744515E7
 175326.13772585214 1.249811979992537E7
 174377.4053435208 1.3450183341106225E7
 173460.53985158016 1.440224688228708E7
 172569.57774375638 1.5354310423467934E7
 171699.4737992609 1.6306373964648789E7
 170845.87902154415 1.7258437505829643E7
 170004.97861655962 1.82105010470105E7
 169173.37258612787 1.9162564588191357E7
 168347.9879825253 2.0114628129372213E7
 167526.01619593368 2.106669167055307E7
 166704.87178068876 2.2018755211733926E7
 165882.17183989863 2.2970818752914783E7
 165055.7372231101 2.392288229409564E7
 164223.6189118257 2.4874945835276496E7
 163384.15492170918 2.5827009376457352E7
 162536.06444317152 2.677907291763821E7
 161678.5858050126 2.7731136458819065E7

